Unnamed: 0,#,ประเภท,รายการ,สร้างโดย,ชื่อลูกค้า,รหัสลูกค้า,อีเมลลูกค้า,เบอร์โทรศัพท์ลูกค้า,ที่อยู่ลูกค้า,เลขผู้เสียภาษี,อ้างอิง,ช่องทางการขาย,วันที่ทำรายการ,ส่วนลด,รายได้จาก Platform,ค่าส่ง (ที่เรียกเก็บจากลูกค้า),มูลค่ารวมก่อนภาษี,ภาษีมูลค่าเพิ่ม,วันส่งสินค้า,Tracking No,ช่องทางจัดส่ง,ชื่อผู้รับ,เบอร์โทรศัพท์ผู้รับ,อีเมลผู้รับ,ที่อยู่/จัดส่ง,รหัสไปรษณีย์,จังหวัด,อำเภอ/เขต,ตำบล/แขวง,มูลค่า,หมายเหตุ,Tag,สถานะรายการ,คลัง/สาขา,สถานะการชำระเงิน,ใบกำกับภาษี,ช่องทางการชำระเงิน,จำนวนเงินที่ชำระ,วันที่ชำระเงิน,Payment ID,รหัสสินค้า,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,ส่วนลดต่อหน่วย,ราคารวม,ล็อต,หมวดหมู่
Shopee,399,ขายออก,DD514750,Admin,Nattacha Nakorn,6873,nattacha.nakorn@example.com,091300406,"299 หมู่ 15, Songkhla",,,Shopee,10/05/2025,15.0,-80.0,80,1445.0,0.0,,TH37856367,Flash Express,Nattacha Nakorn,091300406,,"725 หมู่ 5, Songkhla",68643,Songkhla,,,1445.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1525.0,12/05/2025,,DD006,Sensitive Stomach Formula,1,1700,255.0,1445.0,,Dry Food
Website,400,ขายออก,DD392759,Admin,Wichuda Jaisai,6105,wichuda.jaisai@example.com,086959996,"875 หมู่ 18, Chonburi",,,Website,11/01/2025,,,50,720.0,0.0,,TH77226272,J&T Express,Wichuda Jaisai,086959996,,"839 หมู่ 18, Chonburi",46821,Chonburi,,,720.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,770.0,12/01/2025,,DD012,Training Treats (Chicken),4,180,0.0,720.0,,Treats
Lazada,401,ขายออก,DD946626,Admin,Nattapong Thongpan,1773,nattapong.thongpan@example.com,089070024,"510 หมู่ 13, Bangkok",,,Lazada,14/02/2025,10.0,-50.0,50,216.0,0.0,,TH73635635,Kerry Express,Nattapong Thongpan,089070024,,"981 หมู่ 1, Bangkok",36754,Bangkok,,,216.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,266.0,16/02/2025,,DD008,Chicken & Rice Wet Food,2,120,12.0,216.0,,Wet Food
Website,402,ขายออก,DD618728,Admin,Ratchanok Nakornthai,5018,ratchanok.nakornthai@example.com,074070610,"73 หมู่ 6, Chonburi",,,Website,18/12/2024,15.0,,80,4080.0,0.0,,TH30112921,Kerry Express,Ratchanok Nakornthai,074070610,,"590 หมู่ 13, Chonburi",72222,Chonburi,,,4080.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,4160.0,20/12/2024,,DD001,Premium Puppy Kibble (Small Breed),4,1200,180.0,4080.0,,Dry Food
Shopee,403,ขายออก,DD440459,Admin,Wichaya Nakornpol,5803,wichaya.nakornpol@example.com,095083372,"330 หมู่ 3, Ayutthaya",,,Shopee,29/12/2024,,-100.0,100,540.0,0.0,,TH64535747,J&T Express,Wichaya Nakornpol,095083372,,"111 หมู่ 2, Ayutthaya",71521,Ayutthaya,,,540.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,640.0,31/12/2024,,DD012,Training Treats (Chicken),3,180,0.0,540.0,,Treats
Shopee,404,ขายออก,DD705058,Admin,Wichaya Jairak,6769,wichaya.jairak@example.com,075409013,"614 หมู่ 14, Pathum Thani",,,Shopee,13/02/2025,10.0,-60.0,60,4500.0,0.0,,TH79394226,Thailand Post,Wichaya Jairak,075409013,,"689 หมู่ 9, Pathum Thani",82943,Pathum Thani,,,4500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,4560.0,15/02/2025,,DD017,Puppy Starter Kit,2,2500,250.0,4500.0,,Bundles
Lazada,405,ขายออก,DD458243,Admin,Wichit Jaisai,1906,wichit.jaisai@example.com,095062316,"380 หมู่ 13, Chonburi",,,Lazada,07/02/2025,,-70.0,70,4200.0,0.0,,TH41842064,J&T Express,Wichit Jaisai,095062316,,"602 หมู่ 9, Chonburi",92600,Chonburi,,,4200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,4270.0,09/02/2025,,DD005,Weight Management Formula,3,1400,0.0,4200.0,,Dry Food
Website,406,ขายออก,DD107928,Admin,Ratchada Thongsri,1625,ratchada.thongsri@example.com,084904840,"792 หมู่ 5, Surat Thani",,,Website,20/11/2024,,,60,5000.0,0.0,,TH34273337,Flash Express,Ratchada Thongsri,084904840,,"998 หมู่ 7, Surat Thani",77643,Surat Thani,,,5000.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Prompt Pay,,,,DD017,Puppy Starter Kit,2,2500,0.0,5000.0,,Bundles
Lazada,407,ขายออก,DD965847,Admin,Somchai Jaipak,5725,somchai.jaipak@example.com,082504329,"198 หมู่ 13, Phuket",,,Lazada,12/12/2024,5.0,-70.0,70,4560.0,0.0,,TH39978764,Flash Express,Somchai Jaipak,082504329,,"726 หมู่ 5, Phuket",21600,Phuket,,,4560.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,4630.0,13/12/2024,,DD001,Premium Puppy Kibble (Small Breed),4,1200,60.0,4560.0,,Dry Food
Shopee,408,ขายออก,DD901693,Admin,Somrak Thongpat,2832,somrak.thongpat@example.com,073097711,"158 หมู่ 17, Bangkok",,,Shopee,10/05/2025,,-50.0,50,11200.0,0.0,,TH62672750,Flash Express,Somrak Thongpat,073097711,,"48 หมู่ 8, Bangkok",90720,Bangkok,,,11200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,11250.0,10/05/2025,,DD018,Senior Care Package,4,2800,0.0,11200.0,,Bundles
Distributor,409,ขายออก,DD264329,Admin,Wichit Ruangrit,2975,wichit.ruangrit@example.com,068527872,"145 หมู่ 14, Chonburi",,,Distributor,12/05/2025,,,100,750.0,0.0,,TH90392507,Thailand Post,Wichit Ruangrit,068527872,,"420 หมู่ 17, Chonburi",43439,Chonburi,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,850.0,13/05/2025,,DD015,Skin & Coat Supplement,1,750,0.0,750.0,,Supplements
Lazada,410,ขายออก,DD350703,Admin,Somying Sae-tang,6845,somying.sae-tang@example.com,069683565,"204 หมู่ 17, Phuket",,,Lazada,04/01/2025,10.0,-60.0,60,648.0,0.0,,TH62634391,Flash Express,Somying Sae-tang,069683565,,"382 หมู่ 15, Phuket",14512,Phuket,,,648.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,708.0,04/01/2025,,DD012,Training Treats (Chicken),4,180,18.0,648.0,,Treats
Shopee,411,ขายออก,DD505218,Admin,Wichaya Pongthep,5568,wichaya.pongthep@example.com,079334750,"671 หมู่ 11, Bangkok",,,Shopee,18/02/2025,,-80.0,80,1250.0,0.0,,TH75746377,J&T Express,Wichaya Pongthep,079334750,,"112 หมู่ 4, Bangkok",79868,Bangkok,,,1250.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,1330.0,20/02/2025,,DD010,Dental Chew Sticks (Small),5,250,0.0,1250.0,,Treats
Shopee,412,ขายออก,DD363503,Admin,Ratchapol Jaipak,8833,ratchapol.jaipak@example.com,069566554,"662 หมู่ 1, Chiang Mai",,,Shopee,09/01/2025,,-60.0,60,12500.0,0.0,,TH54945123,Thailand Post,Ratchapol Jaipak,069566554,,"428 หมู่ 4, Chiang Mai",88467,Chiang Mai,,,12500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,12560.0,09/01/2025,,DD017,Puppy Starter Kit,5,2500,0.0,12500.0,,Bundles
Shopee,413,ขายออก,DD592545,Admin,Sirithorn Pongsakorn,3022,sirithorn.pongsakorn@example.com,067775996,"472 หมู่ 3, Bangkok",,,Shopee,06/05/2025,,-100.0,100,2800.0,0.0,,TH79962365,Kerry Express,Sirithorn Pongsakorn,067775996,,"670 หมู่ 13, Bangkok",57482,Bangkok,,,2800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,2900.0,06/05/2025,,DD005,Weight Management Formula,2,1400,0.0,2800.0,,Dry Food
Lazada,414,ขายออก,DD834750,Admin,Siripong Nakornpat,3666,siripong.nakornpat@example.com,068049985,"464 หมู่ 19, Nonthaburi",,,Lazada,05/12/2024,,-100.0,100,120.0,0.0,,,Flash Express,Siripong Nakornpat,068049985,,"849 หมู่ 6, Nonthaburi",50138,Nonthaburi,,,120.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,Prompt Pay,,,,DD007,Beef & Vegetable Wet Food,1,120,0.0,120.0,,Wet Food
Shopee,415,ขายออก,DD863043,Admin,Ratree Pongthep,1556,ratree.pongthep@example.com,082245749,"972 หมู่ 1, Phuket",,,Shopee,03/03/2025,,-60.0,60,2500.0,0.0,,TH47281336,Flash Express,Ratree Pongthep,082245749,,"533 หมู่ 19, Phuket",84723,Phuket,,,2500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,2560.0,05/03/2025,,DD017,Puppy Starter Kit,1,2500,0.0,2500.0,,Bundles
Shopee,416,ขายออก,DD296211,Admin,Ratchanee Pongsak,7327,ratchanee.pongsak@example.com,094959015,"23 หมู่ 18, Phuket",,,Shopee,07/12/2024,,-70.0,70,8400.0,0.0,,TH39506320,J&T Express,Ratchanee Pongsak,094959015,,"129 หมู่ 3, Phuket",24260,Phuket,,,8400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,8470.0,09/12/2024,,DD018,Senior Care Package,3,2800,0.0,8400.0,,Bundles
Lazada,417,ขายออก,DD896505,Admin,Sirichai Thongsri,7806,sirichai.thongsri@example.com,061078947,"452 หมู่ 5, Bangkok",,,Lazada,19/01/2025,10.0,-70.0,70,162.0,0.0,,TH94854490,Flash Express,Sirichai Thongsri,061078947,,"171 หมู่ 9, Bangkok",57993,Bangkok,,,162.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,232.0,19/01/2025,,DD012,Training Treats (Chicken),1,180,18.0,162.0,,Treats
Website,418,ขายออก,DD487405,Admin,Somying Suksawat,2446,somying.suksawat@example.com,091749045,"417 หมู่ 1, Chiang Mai",,,Website,18/03/2025,5.0,,50,4560.0,0.0,,TH46655436,Kerry Express,Somying Suksawat,091749045,,"797 หมู่ 5, Chiang Mai",12837,Chiang Mai,,,4560.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,4610.0,20/03/2025,,DD003,Premium Senior Kibble (Large Breed),3,1600,80.0,4560.0,,Dry Food
Lazada,419,ขายออก,DD986146,Admin,Ratchada Pongpat,4041,ratchada.pongpat@example.com,095495433,"993 หมู่ 5, Khon Kaen",,,Lazada,24/04/2025,,-70.0,70,600.0,0.0,,TH38896688,J&T Express,Ratchada Pongpat,095495433,,"120 หมู่ 3, Khon Kaen",63836,Khon Kaen,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,670.0,24/04/2025,,DD016,Multivitamin Chews,1,600,0.0,600.0,,Supplements
Lazada,420,ขายออก,DD686864,Admin,Rattana Nakornpat,7264,rattana.nakornpat@example.com,091915767,"197 หมู่ 6, Songkhla",,,Lazada,16/01/2025,,-60.0,60,600.0,0.0,,TH59942451,J&T Express,Rattana Nakornpat,091915767,,"482 หมู่ 1, Songkhla",90992,Songkhla,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,660.0,16/01/2025,,DD007,Beef & Vegetable Wet Food,5,120,0.0,600.0,,Wet Food
Website,421,ขายออก,DD576377,Admin,Somkid Jaidee,3888,somkid.jaidee@example.com,098136940,"643 หมู่ 19, Bangkok",,,Website,20/11/2024,,,80,240.0,0.0,,TH27155571,Kerry Express,Somkid Jaidee,098136940,,"218 หมู่ 9, Bangkok",27790,Bangkok,,,240.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,320.0,21/11/2024,,DD007,Beef & Vegetable Wet Food,2,120,0.0,240.0,,Wet Food
Lazada,422,ขายออก,DD837990,Admin,Somying Thongpol,5262,somying.thongpol@example.com,074182999,"384 หมู่ 8, Udon Thani",,,Lazada,02/03/2025,,-70.0,70,1200.0,0.0,,TH35049902,Kerry Express,Somying Thongpol,074182999,,"810 หมู่ 5, Udon Thani",76433,Udon Thani,,,1200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1270.0,02/03/2025,,DD016,Multivitamin Chews,2,600,0.0,1200.0,,Supplements
Website,423,ขายออก,DD331773,Admin,Sirirat Thongsri,1632,sirirat.thongsri@example.com,079325648,"993 หมู่ 13, Pathum Thani",,,Website,25/11/2024,,,80,2400.0,0.0,,TH53734865,Kerry Express,Sirirat Thongsri,079325648,,"4 หมู่ 14, Pathum Thani",68051,Pathum Thani,,,2400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,2480.0,27/11/2024,,DD001,Premium Puppy Kibble (Small Breed),2,1200,0.0,2400.0,,Dry Food
Shopee,424,ขายออก,DD382081,Admin,Nattacha Pongsuwan,9015,nattacha.pongsuwan@example.com,091892743,"59 หมู่ 1, Bangkok",,,Shopee,23/02/2025,,-80.0,80,1400.0,0.0,,TH92543136,Kerry Express,Nattacha Pongsuwan,091892743,,"496 หมู่ 19, Bangkok",45157,Bangkok,,,1400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,1480.0,23/02/2025,,DD005,Weight Management Formula,1,1400,0.0,1400.0,,Dry Food
Shopee,425,ขายออก,DD965792,Admin,Siriporn Pongpanich,2461,siriporn.pongpanich@example.com,091903057,"445 หมู่ 8, Nakhon Ratchasima",,,Shopee,14/04/2025,,-60.0,60,130.0,0.0,,TH81248388,Thailand Post,Siriporn Pongpanich,091903057,,"387 หมู่ 5, Nakhon Ratchasima",64304,Nakhon Ratchasima,,,130.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Credit Card,,,,DD009,Lamb & Pea Wet Food,1,130,0.0,130.0,,Wet Food
Lazada,426,ขายออก,DD932234,Admin,Ratchada Nakornpat,1656,ratchada.nakornpat@example.com,062733391,"741 หมู่ 13, Pathum Thani",,,Lazada,03/05/2025,,-80.0,80,5600.0,0.0,,TH27735317,Thailand Post,Ratchada Nakornpat,062733391,,"840 หมู่ 5, Pathum Thani",22109,Pathum Thani,,,5600.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,TrueMoney Wallet,,,,DD018,Senior Care Package,2,2800,0.0,5600.0,,Bundles
In-store,427,ขายออก,DD708481,Admin,Siripong Pongsakorn,8062,siripong.pongsakorn@example.com,063873382,"923 หมู่ 10, Khon Kaen",,,In-store,28/11/2024,,,60,390.0,0.0,,TH43422146,Thailand Post,Siripong Pongsakorn,063873382,,"473 หมู่ 13, Khon Kaen",60192,Khon Kaen,,,390.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,450.0,28/11/2024,,DD009,Lamb & Pea Wet Food,3,130,0.0,390.0,,Wet Food
In-store,428,ขายออก,DD147361,Admin,Siripong Nakornsri,2728,siripong.nakornsri@example.com,085017763,"465 หมู่ 12, Chonburi",,,In-store,02/12/2024,,,70,260.0,0.0,,TH76441338,Kerry Express,Siripong Nakornsri,085017763,,"260 หมู่ 13, Chonburi",77507,Chonburi,,,260.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,330.0,04/12/2024,,DD009,Lamb & Pea Wet Food,2,130,0.0,260.0,,Wet Food
Website,429,ขายออก,DD492776,Admin,Wichai Jairai,7476,wichai.jairai@example.com,083293316,"77 หมู่ 13, Chiang Mai",,,Website,19/02/2025,5.0,,60,370.5,0.0,,TH43272020,Kerry Express,Wichai Jairai,083293316,,"47 หมู่ 14, Chiang Mai",47405,Chiang Mai,,,370.5,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,430.5,21/02/2025,,DD009,Lamb & Pea Wet Food,3,130,6.5,370.5,,Wet Food
Shopee,430,ขายออก,DD456930,Admin,Ratree Thongpol,5522,ratree.thongpol@example.com,066473024,"497 หมู่ 6, Bangkok",,,Shopee,06/05/2025,,-100.0,100,11200.0,0.0,,TH68727655,Thailand Post,Ratree Thongpol,066473024,,"808 หมู่ 1, Bangkok",95122,Bangkok,,,11200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,11300.0,08/05/2025,,DD018,Senior Care Package,4,2800,0.0,11200.0,,Bundles
In-store,431,ขายออก,DD629010,Admin,Sirichai Saengchan,9708,sirichai.saengchan@example.com,092564458,"485 หมู่ 14, Chiang Rai",,,In-store,22/04/2025,10.0,,100,900.0,0.0,,TH72919136,J&T Express,Sirichai Saengchan,092564458,,"603 หมู่ 14, Chiang Rai",57850,Chiang Rai,,,900.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Credit Card,,,,DD010,Dental Chew Sticks (Small),4,250,25.0,900.0,,Treats
Shopee,432,ขายออก,DD223980,Admin,Somporn Thongpai,8385,somporn.thongpai@example.com,081981598,"962 หมู่ 13, Udon Thani",,,Shopee,28/02/2025,,-100.0,100,7200.0,0.0,,TH51974581,Kerry Express,Somporn Thongpai,081981598,,"701 หมู่ 13, Udon Thani",52036,Udon Thani,,,7200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,7300.0,01/03/2025,,DD004,Grain-Free Salmon & Sweet Potato,4,1800,0.0,7200.0,,Dry Food
Shopee,433,ขายออก,DD867023,Admin,Ratchanee Jaipak,6977,ratchanee.jaipak@example.com,094036124,"898 หมู่ 16, Chiang Rai",,,Shopee,14/05/2025,10.0,-80.0,80,10080.0,0.0,,TH57831146,J&T Express,Ratchanee Jaipak,094036124,,"607 หมู่ 6, Chiang Rai",44341,Chiang Rai,,,10080.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,10160.0,14/05/2025,,DD018,Senior Care Package,4,2800,280.0,10080.0,,Bundles
Lazada,434,ขายออก,DD855137,Admin,Wichan Thongpan,6283,wichan.thongpan@example.com,097250674,"745 หมู่ 6, Chonburi",,,Lazada,14/02/2025,,-80.0,80,480.0,0.0,,TH75151785,Flash Express,Wichan Thongpan,097250674,,"417 หมู่ 10, Chonburi",28344,Chonburi,,,480.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,560.0,14/02/2025,,DD008,Chicken & Rice Wet Food,4,120,0.0,480.0,,Wet Food
Website,435,ขายออก,DD774502,Admin,Somjai Nakornpat,5182,somjai.nakornpat@example.com,093425358,"830 หมู่ 1, Bangkok",,,Website,16/01/2025,10.0,,50,720.0,0.0,,TH22992054,Thailand Post,Somjai Nakornpat,093425358,,"797 หมู่ 16, Bangkok",26571,Bangkok,,,720.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,770.0,18/01/2025,,DD014,Hip & Joint Supplement,1,800,80.0,720.0,,Supplements
Lazada,436,ขายออก,DD830151,Admin,Somkiat Pongpat,1768,somkiat.pongpat@example.com,072280280,"891 หมู่ 19, Songkhla",,,Lazada,21/11/2024,,-100.0,100,3200.0,0.0,,TH47282093,Kerry Express,Somkiat Pongpat,072280280,,"381 หมู่ 1, Songkhla",59582,Songkhla,,,3200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,3300.0,21/11/2024,,DD003,Premium Senior Kibble (Large Breed),2,1600,0.0,3200.0,,Dry Food
Lazada,437,ขายออก,DD411776,Admin,Ratchapol Thongsuk,2892,ratchapol.thongsuk@example.com,072521093,"671 หมู่ 18, Bangkok",,,Lazada,20/11/2024,10.0,-100.0,100,675.0,0.0,,TH85591080,Kerry Express,Ratchapol Thongsuk,072521093,,"44 หมู่ 3, Bangkok",75277,Bangkok,,,675.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,775.0,20/11/2024,,DD010,Dental Chew Sticks (Small),3,250,25.0,675.0,,Treats
Website,438,ขายออก,DD562176,Admin,Siripat Thongpol,1565,siripat.thongpol@example.com,062378148,"245 หมู่ 3, Khon Kaen",,,Website,19/04/2025,,,60,120.0,0.0,,TH35916606,J&T Express,Siripat Thongpol,062378148,,"862 หมู่ 12, Khon Kaen",68241,Khon Kaen,,,120.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,180.0,20/04/2025,,DD007,Beef & Vegetable Wet Food,1,120,0.0,120.0,,Wet Food
Lazada,439,ขายออก,DD735779,Admin,Somporn Jairak,6520,somporn.jairak@example.com,096370015,"382 หมู่ 14, Bangkok",,,Lazada,21/12/2024,,-70.0,70,1750.0,0.0,,TH34173742,Flash Express,Somporn Jairak,096370015,,"617 หมู่ 3, Bangkok",83438,Bangkok,,,1750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1820.0,22/12/2024,,DD011,Dental Chew Sticks (Large),5,350,0.0,1750.0,,Treats
Website,440,ขายออก,DD131017,Admin,Nattaya Nakornthap,1233,nattaya.nakornthap@example.com,076472646,"368 หมู่ 13, Surat Thani",,,Website,29/11/2024,,,70,4800.0,0.0,,TH72289191,Thailand Post,Nattaya Nakornthap,076472646,,"232 หมู่ 9, Surat Thani",74680,Surat Thani,,,4800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,4870.0,30/11/2024,,DD003,Premium Senior Kibble (Large Breed),3,1600,0.0,4800.0,,Dry Food
In-store,441,ขายออก,DD514983,Admin,Somjai Thongsuk,6229,somjai.thongsuk@example.com,092579889,"221 หมู่ 18, Chiang Mai",,,In-store,03/03/2025,,,50,1200.0,0.0,,TH79897511,Thailand Post,Somjai Thongsuk,092579889,,"368 หมู่ 4, Chiang Mai",24961,Chiang Mai,,,1200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1250.0,05/03/2025,,DD016,Multivitamin Chews,2,600,0.0,1200.0,,Supplements
Lazada,442,ขายออก,DD889410,Admin,Siriporn Jairai,9051,siriporn.jairai@example.com,098279074,"173 หมู่ 3, Bangkok",,,Lazada,30/03/2025,,-50.0,50,3400.0,0.0,,TH27619822,Flash Express,Siriporn Jairai,098279074,,"284 หมู่ 7, Bangkok",79109,Bangkok,,,3400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,3450.0,01/04/2025,,DD006,Sensitive Stomach Formula,2,1700,0.0,3400.0,,Dry Food
Lazada,443,ขายออก,DD655134,Admin,Sirithorn Thongpol,9494,sirithorn.thongpol@example.com,082877330,"464 หมู่ 11, Chiang Mai",,,Lazada,21/03/2025,,-50.0,50,1700.0,0.0,,,J&T Express,Sirithorn Thongpol,082877330,,"696 หมู่ 6, Chiang Mai",18524,Chiang Mai,,,1700.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,Prompt Pay,,,,DD006,Sensitive Stomach Formula,1,1700,0.0,1700.0,,Dry Food
Website,444,ขายออก,DD818693,Admin,Ratchanee Pongsakorn,2690,ratchanee.pongsakorn@example.com,067259225,"757 หมู่ 15, Bangkok",,,Website,04/04/2025,,,70,1600.0,0.0,,TH37068277,J&T Express,Ratchanee Pongsakorn,067259225,,"680 หมู่ 1, Bangkok",56835,Bangkok,,,1600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1670.0,06/04/2025,,DD003,Premium Senior Kibble (Large Breed),1,1600,0.0,1600.0,,Dry Food
Lazada,445,ขายออก,DD174191,Admin,Nattanicha Ruangrit,5253,nattanicha.ruangrit@example.com,064416502,"172 หมู่ 14, Bangkok",,,Lazada,07/04/2025,,-50.0,50,9000.0,0.0,,TH42943536,Flash Express,Nattanicha Ruangrit,064416502,,"970 หมู่ 19, Bangkok",87518,Bangkok,,,9000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,9050.0,07/04/2025,,DD004,Grain-Free Salmon & Sweet Potato,5,1800,0.0,9000.0,,Dry Food
Lazada,446,ขายออก,DD804989,Admin,Wichan Nakornthai,5150,wichan.nakornthai@example.com,086925313,"989 หมู่ 19, Udon Thani",,,Lazada,22/04/2025,,-80.0,80,6000.0,0.0,,TH20450652,J&T Express,Wichan Nakornthai,086925313,,"666 หมู่ 5, Udon Thani",78422,Udon Thani,,,6000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,6080.0,22/04/2025,,DD002,Premium Adult Kibble (All Breeds),4,1500,0.0,6000.0,,Dry Food
Website,447,ขายออก,DD720670,Admin,Somkiat Pongsakorn,8358,somkiat.pongsakorn@example.com,066310825,"861 หมู่ 3, Chiang Mai",,,Website,11/03/2025,,,80,4800.0,0.0,,TH51720218,J&T Express,Somkiat Pongsakorn,066310825,,"61 หมู่ 8, Chiang Mai",44229,Chiang Mai,,,4800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,4880.0,11/03/2025,,DD003,Premium Senior Kibble (Large Breed),3,1600,0.0,4800.0,,Dry Food
Website,448,ขายออก,DD465208,Admin,Somsak Srisuk,8607,somsak.srisuk@example.com,078464370,"948 หมู่ 16, Chonburi",,,Website,15/12/2024,,,60,650.0,0.0,,TH18607964,Flash Express,Somsak Srisuk,078464370,,"276 หมู่ 13, Chonburi",99336,Chonburi,,,650.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,710.0,17/12/2024,,DD009,Lamb & Pea Wet Food,5,130,0.0,650.0,,Wet Food
Lazada,449,ขายออก,DD307892,Admin,Nattaya Pongpanich,7305,nattaya.pongpanich@example.com,073316830,"869 หมู่ 8, Chiang Mai",,,Lazada,18/11/2024,,-100.0,100,1500.0,0.0,,TH96337683,Kerry Express,Nattaya Pongpanich,073316830,,"71 หมู่ 6, Chiang Mai",63739,Chiang Mai,,,1500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1600.0,20/11/2024,,DD002,Premium Adult Kibble (All Breeds),1,1500,0.0,1500.0,,Dry Food
In-store,450,ขายออก,DD653838,Admin,Wichuda Jairak,2806,wichuda.jairak@example.com,086636589,"499 หมู่ 1, Pathum Thani",,,In-store,04/04/2025,,,60,360.0,0.0,,TH57177360,Flash Express,Wichuda Jairak,086636589,,"62 หมู่ 5, Pathum Thani",49767,Pathum Thani,,,360.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,420.0,05/04/2025,,DD012,Training Treats (Chicken),2,180,0.0,360.0,,Treats
Shopee,451,ขายออก,DD611579,Admin,Sirichai Jairak,4395,sirichai.jairak@example.com,067367038,"180 หมู่ 4, Nonthaburi",,,Shopee,02/01/2025,5.0,-50.0,50,1520.0,0.0,,TH77577027,Flash Express,Sirichai Jairak,067367038,,"638 หมู่ 15, Nonthaburi",54876,Nonthaburi,,,1520.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1570.0,04/01/2025,,DD003,Premium Senior Kibble (Large Breed),1,1600,80.0,1520.0,,Dry Food
